place_id,place,name,Type,Best Season,Activities,Location,description,Rating,festival,No of People Visited,image,price per night
292,Chintamani,Vaibhava Inn,Cultural,Summer,Shopping,"Chintamani, Chikkaballapura",Cultural spot known for nature.,2,Karthika Deepotsava,13148,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9088
293,Muddenahalli,Krishna Inn,Camping,Winter,Boating,"Muddenahalli, Chikkaballapura",Camping spot known for adventure.,4.9,Diwali,10894,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,6958
294,Chintamani,Rudra Cottages,Pilgrimage,Summer,Shopping,"Chintamani, Chikkaballapura",Pilgrimage spot known for pilgrimage.,3.4,Dasara,12502,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7994
295,Sidalghatta,Sharanas Guest House,Cultural,Summer,Boating,"Sidalghatta, Chikkaballapura",Cultural spot known for nature.,4.7,Karthika Deepotsava,14651,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,3427
296,Muddenahalli,Mallige Camps,Cultural,Monsoon,Temple visit,"Muddenahalli, Chikkaballapura",Cultural spot known for beauty.,2.3,Basava Jayanthi,10722,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,9728
297,Nandi Hills,Sharanas Guest House,Pilgrimage,Winter,Camping,"Nandi Hills, Chikkaballapura",Pilgrimage spot known for adventure.,3.5,Ugadi,2473,https://karnatakatourism.org/wp-content/uploads/2020/08/palace-estate-coorg.png,5438
298,Gauribidanur,Heritage Homestay,Pilgrimage,Monsoon,Shopping,"Gauribidanur, Chikkaballapura",Pilgrimage spot known for pilgrimage.,2.9,Dasara,11004,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,8765
299,Gauribidanur,Mallige Homestay,Cultural,Summer,Birdwatching,"Gauribidanur, Chikkaballapura",Cultural spot known for serenity.,2.3,Banashankari Jatre,11330,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7027
300,Sidalghatta,Ilkal Cottages,Cultural,Monsoon,Trekking,"Sidalghatta, Chikkaballapura",Cultural spot known for peace.,2.8,Mahashivaratri,10697,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,8800
301,Hiriyur,Rudra Stay,Pilgrimage,Summer,Camping,"Hiriyur, Chitradurga",Pilgrimage spot known for nature.,3.7,Diwali,5570,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4501
302,Molakalmuru,Waterfall Guest House,Cultural,Winter,Temple visit,"Molakalmuru, Chitradurga",Cultural spot known for beauty.,1.9,Ugadi,11811,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9674
303,Chitradurga Fort,Sharanas Inn,Adventure,Winter,Boating,"Chitradurga Fort, Chitradurga",Adventure spot known for adventure.,3.7,Ugadi,13034,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,5006
304,Challakere,Waterfall Cottages,Pilgrimage,Monsoon,Birdwatching,"Challakere, Chitradurga",Pilgrimage spot known for peace.,3,Basava Jayanthi,8828,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,6330
305,Challakere,Sharanas Retreat,Camping,Winter,Shopping,"Challakere, Chitradurga",Camping spot known for pilgrimage.,2.8,Basava Jayanthi,7678,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,7793
306,Challakere,Krishna Guest House,Heritage,Monsoon,Shopping,"Challakere, Chitradurga",Heritage spot known for culture.,4.6,Basava Jayanthi,22897,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9299
307,Chitradurga Fort,Mallige Camps,Camping,Summer,Camping,"Chitradurga Fort, Chitradurga",Camping spot known for adventure.,1.6,Karthika Deepotsava,7469,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4174
308,Challakere,Sharanas Guest House,Pilgrimage,Summer,Trekking,"Challakere, Chitradurga",Pilgrimage spot known for history.,2.8,Ugadi,8619,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,8496
309,Hiriyur,Mallige Camps,Wildlife,Winter,Trekking,"Hiriyur, Chitradurga",Wildlife spot known for beauty.,2.6,Diwali,19017,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,5307
310,Hosadurga,Heritage Guest House,Camping,Monsoon,Camping,"Hosadurga, Chitradurga",Camping spot known for beauty.,1.5,Mahashivaratri,20392,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,5916
311,Hiriyur,Nirvana Cottages,Adventure,Monsoon,Temple visit,"Hiriyur, Chitradurga",Adventure spot known for history.,3.2,Dasara,2285,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9973
312,Chitradurga Fort,Rudra Resort,Heritage,Summer,Temple visit,"Chitradurga Fort, Chitradurga",Heritage spot known for culture.,4.9,Basava Jayanthi,8687,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,5095
313,Chitradurga Fort,Mallige Inn,Camping,Monsoon,Camping,"Chitradurga Fort, Chitradurga",Camping spot known for adventure.,4.4,Makar Sankranti,5180,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4436
314,Hosadurga,Waterfall Stay,Pilgrimage,Winter,Sightseeing,"Hosadurga, Chitradurga",Pilgrimage spot known for serenity.,4,Banashankari Jatre,2041,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,9181
315,Molakalmuru,Mallige Homestay,Adventure,Winter,Boating,"Molakalmuru, Chitradurga",Adventure spot known for history.,2.6,Banashankari Jatre,2921,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,4818
316,Chitradurga Fort,Krishna Homestay,Camping,Summer,Boating,"Chitradurga Fort, Chitradurga",Camping spot known for beauty.,3,Basava Jayanthi,11474,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,3311
317,Chitradurga Fort,Ilkal Homestay,Wildlife,Winter,Trekking,"Chitradurga Fort, Chitradurga",Wildlife spot known for serenity.,1.8,Karthika Deepotsava,13916,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,4438
318,Challakere,Waterfall Resort,Camping,Summer,Boating,"Challakere, Chitradurga",Camping spot known for peace.,2.6,Dasara,14508,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,4677
319,Chitradurga Fort,Kalyani Guest House,Adventure,Summer,Sightseeing,"Chitradurga Fort, Chitradurga",Adventure spot known for pilgrimage.,4.3,Basava Jayanthi,14727,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,2767
320,Chitradurga Fort,Mallige Resort,Adventure,Winter,Birdwatching,"Chitradurga Fort, Chitradurga",Adventure spot known for peace.,3.5,Makar Sankranti,5259,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8516
321,Chitradurga Fort,Krishna Inn,Wildlife,Winter,Sightseeing,"Chitradurga Fort, Chitradurga",Wildlife spot known for beauty.,3.2,Diwali,17231,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,6345
322,Challakere,Heritage Inn,Camping,Summer,Shopping,"Challakere, Chitradurga",Camping spot known for adventure.,1.7,Makar Sankranti,15354,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6044
323,Hosadurga,Vaibhava Homestay,Cultural,Winter,Boating,"Hosadurga, Chitradurga",Cultural spot known for serenity.,2.7,Karthika Deepotsava,3981,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,5729
324,Challakere,Sharanas Guest House,Nature,Monsoon,Sightseeing,"Challakere, Chitradurga",Nature spot known for nature.,2.8,Banashankari Jatre,16378,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,6694
325,Hiriyur,Kalyani Stay,Adventure,Monsoon,Sightseeing,"Hiriyur, Chitradurga",Adventure spot known for serenity.,3.2,Ugadi,3350,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3546
326,Hosadurga,Waterfall Guest House,Pilgrimage,Summer,Boating,"Hosadurga, Chitradurga",Pilgrimage spot known for serenity.,3.9,Diwali,8408,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,8695
327,Challakere,Mallige Inn,Wildlife,Summer,Camping,"Challakere, Chitradurga",Wildlife spot known for nature.,3.9,Banashankari Jatre,4833,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6593
328,Chitradurga Fort,Heritage Stay,Nature,Monsoon,Boating,"Chitradurga Fort, Chitradurga",Nature spot known for peace.,4.5,Dasara,20787,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7947
329,Molakalmuru,Mallige Guest House,Camping,Monsoon,Sightseeing,"Molakalmuru, Chitradurga",Camping spot known for culture.,2.6,Banashankari Jatre,6008,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,5593
330,Chitradurga Fort,Mallige Stay,Wildlife,Summer,Boating,"Chitradurga Fort, Chitradurga",Wildlife spot known for adventure.,2.1,Dasara,17052,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6693
331,Harihar,Vaibhava Guest House,Wildlife,Summer,Temple visit,"Harihar, Davanagere",Wildlife spot known for peace.,1.6,Makar Sankranti,6674,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,2775
332,Jagalur,Waterfall Retreat,Pilgrimage,Winter,Boating,"Jagalur, Davanagere",Pilgrimage spot known for serenity.,5,Basava Jayanthi,13014,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,9238
333,Davangere City,Mallige Homestay,Pilgrimage,Summer,Shopping,"Davangere City, Davanagere",Pilgrimage spot known for peace.,2.4,Ugadi,14963,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,3570
334,Harihar,Ilkal Camps,Camping,Monsoon,Temple visit,"Harihar, Davanagere",Camping spot known for history.,2.3,Banashankari Jatre,8739,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,7994
335,Channagiri,Krishna Stay,Camping,Winter,Camping,"Channagiri, Davanagere",Camping spot known for serenity.,4.9,Dasara,21048,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8733
336,Channagiri,Sharanas Homestay,Pilgrimage,Winter,Temple visit,"Channagiri, Davanagere",Pilgrimage spot known for nature.,1.6,Basava Jayanthi,12715,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,7754
337,Davangere City,Vaibhava Camps,Nature,Winter,Birdwatching,"Davangere City, Davanagere",Nature spot known for adventure.,2.3,Ugadi,5036,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6696
338,Honnali,Sharanas Homestay,Pilgrimage,Summer,Trekking,"Honnali, Davanagere",Pilgrimage spot known for history.,3.9,Diwali,9343,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9980
339,Jagalur,Ilkal Retreat,Adventure,Winter,Temple visit,"Jagalur, Davanagere",Adventure spot known for serenity.,2.4,Diwali,11985,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9188
340,Davangere City,Kalyani Inn,Adventure,Monsoon,Sightseeing,"Davangere City, Davanagere",Adventure spot known for adventure.,3.6,Ugadi,17991,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,2744
341,Davangere City,Kalyani Stay,Adventure,Winter,Shopping,"Davangere City, Davanagere",Adventure spot known for beauty.,2.5,Karthika Deepotsava,2702,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7965
342,Harihar,Waterfall Retreat,Cultural,Summer,Sightseeing,"Harihar, Davanagere",Cultural spot known for pilgrimage.,3,Diwali,7717,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9243
343,Honnali,Mallige Homestay,Adventure,Monsoon,Sightseeing,"Honnali, Davanagere",Adventure spot known for beauty.,1.8,Diwali,3799,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,8569
344,Honnali,Vaibhava Homestay,Pilgrimage,Summer,Boating,"Honnali, Davanagere",Pilgrimage spot known for adventure.,4.9,Makar Sankranti,8592,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4776
345,Harihar,Nirvana Cottages,Pilgrimage,Summer,Birdwatching,"Harihar, Davanagere",Pilgrimage spot known for nature.,2.7,Ugadi,24167,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3954
346,Harihar,Kalyani Stay,Nature,Summer,Shopping,"Harihar, Davanagere",Nature spot known for adventure.,2,Diwali,21301,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9604
347,Channagiri,Heritage Guest House,Heritage,Winter,Boating,"Channagiri, Davanagere",Heritage spot known for history.,4.6,Makar Sankranti,14463,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,7216
348,Harihar,Heritage Camps,Camping,Winter,Boating,"Harihar, Davanagere",Camping spot known for peace.,2.9,Banashankari Jatre,22801,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,2920
349,Honnali,Rudra Retreat,Adventure,Summer,Birdwatching,"Honnali, Davanagere",Adventure spot known for nature.,2.6,Karthika Deepotsava,14710,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4069
350,Channagiri,Krishna Stay,Camping,Monsoon,Sightseeing,"Channagiri, Davanagere",Camping spot known for history.,3.7,Banashankari Jatre,22634,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,7865
351,Jagalur,Rudra Stay,Wildlife,Monsoon,Camping,"Jagalur, Davanagere",Wildlife spot known for adventure.,4.4,Makar Sankranti,18585,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8123
352,Channagiri,Mallige Homestay,Pilgrimage,Monsoon,Shopping,"Channagiri, Davanagere",Pilgrimage spot known for history.,3.2,Basava Jayanthi,11220,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6298
353,Channagiri,Waterfall Resort,Cultural,Summer,Boating,"Channagiri, Davanagere",Cultural spot known for serenity.,2.7,Makar Sankranti,2791,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,3110
354,Channagiri,Ilkal Resort,Camping,Winter,Boating,"Channagiri, Davanagere",Camping spot known for beauty.,2.3,Dasara,7018,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7983
355,Harihar,Sharanas Cottages,Cultural,Summer,Camping,"Harihar, Davanagere",Cultural spot known for culture.,2.4,Mahashivaratri,6173,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9449
356,Jagalur,Nirvana Retreat,Pilgrimage,Monsoon,Camping,"Jagalur, Davanagere",Pilgrimage spot known for beauty.,4.1,Ugadi,21694,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,7051
357,Channagiri,Sharanas Retreat,Camping,Summer,Shopping,"Channagiri, Davanagere",Camping spot known for nature.,2.3,Ugadi,5972,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9898
358,Davangere City,Rudra Guest House,Camping,Summer,Shopping,"Davangere City, Davanagere",Camping spot known for nature.,4.3,Ugadi,2989,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8930
359,Davangere City,Heritage Stay,Wildlife,Monsoon,Trekking,"Davangere City, Davanagere",Wildlife spot known for beauty.,2.6,Diwali,16072,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,2746
360,Honnali,Nirvana Stay,Adventure,Winter,Birdwatching,"Honnali, Davanagere",Adventure spot known for history.,4.8,Diwali,24693,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,7594
361,Malur,Kalyani Retreat,Nature,Winter,Sightseeing,"Malur, Kolar",Nature spot known for serenity.,2.5,Mahashivaratri,21865,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,7838
362,Bethamangala,Nirvana Resort,Heritage,Summer,Camping,"Bethamangala, Kolar",Heritage spot known for culture.,3.4,Basava Jayanthi,1595,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,8761
363,Kolar Gold Fields,Krishna Camps,Adventure,Monsoon,Camping,"Kolar Gold Fields, Kolar",Adventure spot known for history.,4.6,Diwali,2527,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8911
364,Kolar Gold Fields,Kalyani Cottages,Nature,Winter,Birdwatching,"Kolar Gold Fields, Kolar",Nature spot known for serenity.,3.3,Diwali,2016,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,6853
365,Bethamangala,Krishna Homestay,Camping,Winter,Boating,"Bethamangala, Kolar",Camping spot known for culture.,2.7,Basava Jayanthi,24594,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,4872
366,Bethamangala,Heritage Homestay,Nature,Summer,Sightseeing,"Bethamangala, Kolar",Nature spot known for history.,3.3,Basava Jayanthi,19181,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,9875
367,Mulbagal,Sharanas Stay,Nature,Summer,Temple visit,"Mulbagal, Kolar",Nature spot known for adventure.,2,Ugadi,24415,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,9562
368,Malur,Vaibhava Retreat,Camping,Monsoon,Shopping,"Malur, Kolar",Camping spot known for nature.,1.7,Makar Sankranti,2644,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9139
369,Malur,Rudra Cottages,Camping,Summer,Shopping,"Malur, Kolar",Camping spot known for adventure.,1.8,Diwali,15709,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,4599
370,Mulbagal,Waterfall Inn,Wildlife,Summer,Camping,"Mulbagal, Kolar",Wildlife spot known for beauty.,4.1,Ugadi,12573,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8532
371,Malur,Mallige Cottages,Nature,Summer,Sightseeing,"Malur, Kolar",Nature spot known for serenity.,4,Banashankari Jatre,3227,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8073
372,Bethamangala,Nirvana Inn,Heritage,Summer,Temple visit,"Bethamangala, Kolar",Heritage spot known for history.,1.7,Diwali,3138,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3840
373,Kolar Gold Fields,Krishna Guest House,Nature,Winter,Trekking,"Kolar Gold Fields, Kolar",Nature spot known for peace.,4.5,Karthika Deepotsava,14911,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7216
374,Malur,Heritage Inn,Heritage,Summer,Boating,"Malur, Kolar",Heritage spot known for culture.,4.2,Dasara,11266,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,2786
375,Kolar Gold Fields,Ilkal Camps,Cultural,Winter,Temple visit,"Kolar Gold Fields, Kolar",Cultural spot known for peace.,3.9,Ugadi,2222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7495
376,Kolar Gold Fields,Nirvana Camps,Wildlife,Monsoon,Boating,"Kolar Gold Fields, Kolar",Wildlife spot known for beauty.,3.2,Basava Jayanthi,5231,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3163
377,Kolar Gold Fields,Rudra Camps,Camping,Winter,Temple visit,"Kolar Gold Fields, Kolar",Camping spot known for nature.,3,Banashankari Jatre,11037,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6392
378,Mulbagal,Krishna Cottages,Adventure,Winter,Camping,"Mulbagal, Kolar",Adventure spot known for adventure.,4.7,Dasara,10110,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4074
379,Kolar Gold Fields,Waterfall Retreat,Nature,Winter,Birdwatching,"Kolar Gold Fields, Kolar",Nature spot known for serenity.,3.8,Basava Jayanthi,23333,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,3751
380,Mulbagal,Nirvana Inn,Cultural,Monsoon,Temple visit,"Mulbagal, Kolar",Cultural spot known for beauty.,3.4,Ugadi,2523,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,9110
381,Malur,Waterfall Guest House,Adventure,Monsoon,Shopping,"Malur, Kolar",Adventure spot known for nature.,4.7,Banashankari Jatre,7570,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,6893
382,Malur,Heritage Cottages,Adventure,Monsoon,Camping,"Malur, Kolar",Adventure spot known for peace.,3.1,Makar Sankranti,13487,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,6630
